10150268.xml	DDI-MedLine.d78.s0	NO_SECTION	NO_SETID	9
11217867.xml	DDI-MedLine.d83.s2	NO_SECTION	NO_SETID	18
Compared with conventional antipsychotics, it has greater affinity for serotonin 5-HT2A than for dopamine D2 receptors.
1	0	7	O	Compared
2	9	12	O	with
3	14	25	B-UNK	conventional
4	27	40	L-UNK	antipsychotics
5	41	41	O	,
6	43	44	O	it
7	46	48	O	has
8	50	56	O	greater
9	58	65	O	affinity
10	67	69	O	for
11	71	79	O	serotonin
12	81	81	O	5
13	83	86	O	HT2A
14	88	91	O	than
15	93	95	O	for
16	97	104	O	dopamine
17	106	107	O	D2
18	109	117	O	receptors
NULL

11217867.xml	DDI-MedLine.d83.s3	NO_SECTION	NO_SETID	58
In large, well controlled trials in patients with schizophrenia or related psychoses, olanzapine 5 to 20 mg/day was significantly superior to haloperidol 5 to 20 mg/day in overall improvements in psychopathology rating scales and in the treatment of depressive and negative symptoms, and was comparable in effects on positive psychotic symptoms.
1	0	1	O	In
2	3	7	O	large
3	8	8	O	,
4	10	13	O	well
5	15	24	O	controlled
6	26	31	O	trials
7	33	34	O	in
8	36	43	O	patients
9	45	48	O	with
10	50	62	O	schizophrenia
11	64	65	O	or
12	67	73	O	related
13	75	83	O	psychoses
14	84	84	O	,
15	86	95	U-UNK	olanzapine
16	97	97	O	5
17	99	100	O	to
18	102	103	O	20
19	105	106	O	mg
20	107	107	O	/
21	108	110	O	day
22	112	114	O	was
23	116	128	O	significantly
24	130	137	O	superior
25	139	140	O	to
26	142	152	U-UNK	haloperidol
27	154	154	O	5
28	156	157	O	to
29	159	160	O	20
30	162	163	O	mg
31	164	164	O	/
32	165	167	O	day
33	169	170	O	in
34	172	178	O	overall
35	180	191	O	improvements
36	193	194	O	in
37	196	210	O	psychopathology
38	212	217	O	rating
39	219	224	O	scales
40	226	228	O	and
41	230	231	O	in
42	233	235	O	the
43	237	245	O	treatment
44	247	248	O	of
45	250	259	O	depressive
46	261	263	O	and
47	265	272	O	negative
48	274	281	O	symptoms
49	282	282	O	,
50	284	286	O	and
51	288	290	O	was
52	292	301	O	comparable
53	303	304	O	in
54	306	312	O	effects
55	314	315	O	on
56	317	324	O	positive
57	326	334	O	psychotic
58	336	343	O	symptoms
NULL

11217867.xml	DDI-MedLine.d83.s4	NO_SECTION	NO_SETID	16
The 1-year risk of relapse (rehospitalisation) was significantly lower with olanzapine than with haloperidol treatment.
1	0	2	O	The
2	4	4	O	1
3	6	9	O	year
4	11	14	O	risk
5	16	17	O	of
6	19	25	O	relapse
7	28	44	O	rehospitalisation
8	47	49	O	was
9	51	63	O	significantly
10	65	69	O	lower
11	71	74	O	with
12	76	85	U-UNK	olanzapine
13	87	90	O	than
14	92	95	O	with
15	97	107	U-UNK	haloperidol
16	109	117	O	treatment
NULL

11217867.xml	DDI-MedLine.d83.s5	NO_SECTION	NO_SETID	49
In the first double-blind comparative study (28-week) of olanzapine and risperidone, olanzapine 10 to 20 mg/day proved to be significantly more effective than risperidone 4 to 12 mg/day in the treatment of negative and depressive symptoms but not on overall psychopathology symptoms.
1	0	1	O	In
2	3	5	O	the
3	7	11	O	first
4	13	18	O	double
5	20	24	O	blind
6	26	36	O	comparative
7	38	42	O	study
8	45	46	O	28
9	48	51	O	week
10	54	55	O	of
11	57	66	U-UNK	olanzapine
12	68	70	O	and
13	72	82	U-UNK	risperidone
14	83	83	O	,
15	85	94	U-UNK	olanzapine
16	96	97	O	10
17	99	100	O	to
18	102	103	O	20
19	105	106	O	mg
20	107	107	O	/
21	108	110	O	day
22	112	117	O	proved
23	119	120	O	to
24	122	123	O	be
25	125	137	O	significantly
26	139	142	O	more
27	144	152	O	effective
28	154	157	O	than
29	159	169	U-UNK	risperidone
30	171	171	O	4
31	173	174	O	to
32	176	177	O	12
33	179	180	O	mg
34	181	181	O	/
35	182	184	O	day
36	186	187	O	in
37	189	191	O	the
38	193	201	O	treatment
39	203	204	O	of
40	206	213	O	negative
41	215	217	O	and
42	219	228	O	depressive
43	230	237	O	symptoms
44	239	241	O	but
45	243	245	O	not
46	247	248	O	on
47	250	256	O	overall
48	258	272	O	psychopathology
49	274	281	O	symptoms
NULL

11217867.xml	DDI-MedLine.d83.s6	NO_SECTION	NO_SETID	57
In contrast, preliminary results from an 8-week controlled study suggested risperidone 2 to 6 mg/day was superior to olanzapine 5 to 20 mg/day against positive and anxiety/depressive symptoms (p < 0.05), although consistent with the first study, both agents demonstrated similar efficacy on measures of overall psychopathology.
1	0	1	O	In
2	3	10	O	contrast
3	11	11	O	,
4	13	23	O	preliminary
5	25	31	O	results
6	33	36	O	from
7	38	39	O	an
8	41	41	O	8
9	43	46	O	week
10	48	57	O	controlled
11	59	63	O	study
12	65	73	O	suggested
13	75	85	U-UNK	risperidone
14	87	87	O	2
15	89	90	O	to
16	92	92	O	6
17	94	95	O	mg
18	96	96	O	/
19	97	99	O	day
20	101	103	O	was
21	105	112	O	superior
22	114	115	O	to
23	117	126	U-UNK	olanzapine
24	128	128	O	5
25	130	131	O	to
26	133	134	O	20
27	136	137	O	mg
28	138	138	O	/
29	139	141	O	day
30	143	149	O	against
31	151	158	O	positive
32	160	162	O	and
33	164	170	O	anxiety
34	171	171	O	/
35	172	181	O	depressive
36	183	190	O	symptoms
37	193	193	O	p
38	195	195	O	<
39	197	200	O	0.05
40	202	202	O	,
41	204	211	O	although
42	213	222	O	consistent
43	224	227	O	with
44	229	231	O	the
45	233	237	O	first
46	239	243	O	study
47	244	244	O	,
48	246	249	O	both
49	251	256	O	agents
50	258	269	O	demonstrated
51	271	277	O	similar
52	279	286	O	efficacy
53	288	289	O	on
54	291	298	O	measures
55	300	301	O	of
56	303	309	O	overall
57	311	325	O	psychopathology
NULL

11217867.xml	DDI-MedLine.d83.s7	NO_SECTION	NO_SETID	33
Improvements in general cognitive function seen with olanzapine treatment in a 1-year controlled study of patients with early-phase schizophrenia, were significantly greater than changes seen with either risperidone or haloperidol.
1	0	11	O	Improvements
2	13	14	O	in
3	16	22	O	general
4	24	32	O	cognitive
5	34	41	O	function
6	43	46	O	seen
7	48	51	O	with
8	53	62	U-UNK	olanzapine
9	64	72	O	treatment
10	74	75	O	in
11	77	77	O	a
12	79	79	O	1
13	81	84	O	year
14	86	95	O	controlled
15	97	101	O	study
16	103	104	O	of
17	106	113	O	patients
18	115	118	O	with
19	120	124	O	early
20	126	130	O	phase
21	132	144	O	schizophrenia
22	145	145	O	,
23	147	150	O	were
24	152	164	O	significantly
25	166	172	O	greater
26	174	177	O	than
27	179	185	O	changes
28	187	190	O	seen
29	192	195	O	with
30	197	202	O	either
31	204	214	U-UNK	risperidone
32	216	217	O	or
33	219	229	U-UNK	haloperidol
NULL

11217867.xml	DDI-MedLine.d83.s8	NO_SECTION	NO_SETID	26
However, preliminary results from an 8-week trial showed comparable cognitive enhancing effects of olanzapine and risperidone treatment in patients with schizophrenia or schizoaffective disorder.
1	0	6	O	However
2	7	7	O	,
3	9	19	O	preliminary
4	21	27	O	results
5	29	32	O	from
6	34	35	O	an
7	37	37	O	8
8	39	42	O	week
9	44	48	O	trial
10	50	55	O	showed
11	57	66	O	comparable
12	68	76	O	cognitive
13	78	86	O	enhancing
14	88	94	O	effects
15	96	97	O	of
16	99	108	U-UNK	olanzapine
17	110	112	O	and
18	114	124	U-UNK	risperidone
19	126	134	O	treatment
20	136	137	O	in
21	139	146	O	patients
22	148	151	O	with
23	153	165	O	schizophrenia
24	167	168	O	or
25	170	184	O	schizoaffective
26	186	193	O	disorder
NULL

11217867.xml	DDI-MedLine.d83.s9	NO_SECTION	NO_SETID	29
Several studies indicate that olanzapine has benefits against symptoms of aggression and agitation, while other studies strongly support the effectiveness of olanzapine in the treatment of depressive symptomatology.
1	0	6	O	Several
2	8	14	O	studies
3	16	23	O	indicate
4	25	28	O	that
5	30	39	U-UNK	olanzapine
6	41	43	O	has
7	45	52	O	benefits
8	54	60	O	against
9	62	69	O	symptoms
10	71	72	O	of
11	74	83	O	aggression
12	85	87	O	and
13	89	97	O	agitation
14	98	98	O	,
15	100	104	O	while
16	106	110	O	other
17	112	118	O	studies
18	120	127	O	strongly
19	129	135	O	support
20	137	139	O	the
21	141	153	O	effectiveness
22	155	156	O	of
23	158	167	U-UNK	olanzapine
24	169	170	O	in
25	172	174	O	the
26	176	184	O	treatment
27	186	187	O	of
28	189	198	O	depressive
29	200	213	O	symptomatology
NULL

11217867.xml	DDI-MedLine.d83.s10	NO_SECTION	NO_SETID	12
Olanzapine is associated with significantly fewer extrapyramidal symptoms than haloperidol and risperidone.
1	0	9	U-UNK	Olanzapine
2	11	12	O	is
3	14	23	O	associated
4	25	28	O	with
5	30	42	O	significantly
6	44	48	O	fewer
7	50	63	O	extrapyramidal
8	65	72	O	symptoms
9	74	77	O	than
10	79	89	U-UNK	haloperidol
11	91	93	O	and
12	95	105	U-UNK	risperidone
NULL

11217867.xml	DDI-MedLine.d83.s11	NO_SECTION	NO_SETID	30
In addition, olanzapine is not associated with a risk of agranulocytosis as seen with clozapine or clinically significant hyperprolactinaemia as seen with risperidone or prolongation of the QT interval.
1	0	1	O	In
2	3	10	O	addition
3	11	11	O	,
4	13	22	U-UNK	olanzapine
5	24	25	O	is
6	27	29	O	not
7	31	40	O	associated
8	42	45	O	with
9	47	47	O	a
10	49	52	O	risk
11	54	55	O	of
12	57	71	O	agranulocytosis
13	73	74	O	as
14	76	79	O	seen
15	81	84	O	with
16	86	94	U-UNK	clozapine
17	96	97	O	or
18	99	108	O	clinically
19	110	120	O	significant
20	122	140	O	hyperprolactinaemia
21	142	143	O	as
22	145	148	O	seen
23	150	153	O	with
24	155	165	U-UNK	risperidone
25	167	168	O	or
26	170	181	O	prolongation
27	183	184	O	of
28	186	188	O	the
29	190	191	O	QT
30	193	200	O	interval
NULL

11217867.xml	DDI-MedLine.d83.s12	NO_SECTION	NO_SETID	28
The most common adverse effects reported with olanzapine are bodyweight gain, somnolence, dizziness, anticholinergic effects (constipation and dry mouth) and transient asymptomatic liver enzyme elevations.
1	0	2	O	The
2	4	7	O	most
3	9	14	O	common
4	16	22	O	adverse
5	24	30	O	effects
6	32	39	O	reported
7	41	44	O	with
8	46	55	U-UNK	olanzapine
9	57	59	O	are
10	61	70	O	bodyweight
11	72	75	O	gain
12	76	76	O	,
13	78	87	O	somnolence
14	88	88	O	,
15	90	98	O	dizziness
16	99	99	O	,
17	101	115	O	anticholinergic
18	117	123	O	effects
19	126	137	O	constipation
20	139	141	O	and
21	143	145	O	dry
22	147	151	O	mouth
23	154	156	O	and
24	158	166	O	transient
25	168	179	O	asymptomatic
26	181	185	O	liver
27	187	192	O	enzyme
28	194	203	O	elevations
NULL

11217867.xml	DDI-MedLine.d83.s13	NO_SECTION	NO_SETID	44
In comparison with haloperidol, the adverse events reported significantly more frequently with olanzapine in > or = 3.5% of patients were dry mouth, bodyweight gain and increased appetite and compared with risperidone, only bodyweight gain occurred significantly more frequently with olanzapine.
1	0	1	O	In
2	3	12	O	comparison
3	14	17	O	with
4	19	29	U-UNK	haloperidol
5	30	30	O	,
6	32	34	O	the
7	36	42	O	adverse
8	44	49	O	events
9	51	58	O	reported
10	60	72	O	significantly
11	74	77	O	more
12	79	88	O	frequently
13	90	93	O	with
14	95	104	U-UNK	olanzapine
15	106	107	O	in
16	109	109	O	>
17	111	112	O	or
18	114	114	O	=
19	116	119	O	3.5%
20	121	122	O	of
21	124	131	O	patients
22	133	136	O	were
23	138	140	O	dry
24	142	146	O	mouth
25	147	147	O	,
26	149	158	O	bodyweight
27	160	163	O	gain
28	165	167	O	and
29	169	177	O	increased
30	179	186	O	appetite
31	188	190	O	and
32	192	199	O	compared
33	201	204	O	with
34	206	216	U-UNK	risperidone
35	217	217	O	,
36	219	222	O	only
37	224	233	O	bodyweight
38	235	238	O	gain
39	240	247	O	occurred
40	249	261	O	significantly
41	263	266	O	more
42	268	277	O	frequently
43	279	282	O	with
44	284	293	U-UNK	olanzapine
NULL

11217867.xml	DDI-MedLine.d83.s14	NO_SECTION	NO_SETID	22
The high acquisition cost of olanzapine is offset by reductions in other treatment costs (inpatient and/or outpatient services) of schizophrenia.
1	0	2	O	The
2	4	7	O	high
3	9	19	O	acquisition
4	21	24	O	cost
5	26	27	O	of
6	29	38	U-UNK	olanzapine
7	40	41	O	is
8	43	48	O	offset
9	50	51	O	by
10	53	62	O	reductions
11	64	65	O	in
12	67	71	O	other
13	73	81	O	treatment
14	83	87	O	costs
15	90	98	O	inpatient
16	100	102	O	and
17	103	103	O	/
18	104	105	O	or
19	107	116	O	outpatient
20	118	125	O	services
21	128	129	O	of
22	131	143	O	schizophrenia
NULL

11217867.xml	DDI-MedLine.d83.s15	NO_SECTION	NO_SETID	26
Pharmacoeconomic analyses indicate that olanzapine does not significantly increase, and may even decrease, the overall direct treatment costs of schizophrenia, compared with haloperidol.
1	0	15	O	Pharmacoeconomic
2	17	24	O	analyses
3	26	33	O	indicate
4	35	38	O	that
5	40	49	U-UNK	olanzapine
6	51	54	O	does
7	56	58	O	not
8	60	72	O	significantly
9	74	81	O	increase
10	82	82	O	,
11	84	86	O	and
12	88	90	O	may
13	92	95	O	even
14	97	104	O	decrease
15	105	105	O	,
16	107	109	O	the
17	111	117	O	overall
18	119	124	O	direct
19	126	134	O	treatment
20	136	140	O	costs
21	142	143	O	of
22	145	157	O	schizophrenia
23	158	158	O	,
24	160	167	O	compared
25	169	172	O	with
26	174	184	U-UNK	haloperidol
NULL

11217867.xml	DDI-MedLine.d83.s16	NO_SECTION	NO_SETID	26
Compared with risperidone, olanzapine has also been reported to decrease overall treatment costs, despite the several-fold higher daily acquisition cost of the drug.
1	0	7	O	Compared
2	9	12	O	with
3	14	24	U-UNK	risperidone
4	25	25	O	,
5	27	36	U-UNK	olanzapine
6	38	40	O	has
7	42	45	O	also
8	47	50	O	been
9	52	59	O	reported
10	61	62	O	to
11	64	71	O	decrease
12	73	79	O	overall
13	81	89	O	treatment
14	91	95	O	costs
15	96	96	O	,
16	98	104	O	despite
17	106	108	O	the
18	110	116	O	several
19	118	121	O	fold
20	123	128	O	higher
21	130	134	O	daily
22	136	146	O	acquisition
23	148	151	O	cost
24	153	154	O	of
25	156	158	O	the
26	160	163	O	drug
NULL

11217867.xml	DDI-MedLine.d83.s17	NO_SECTION	NO_SETID	28
Olanzapine treatment improves quality of life in patients with schizophrenia and related psychoses to a greater extent than haloperidol, and to broadly the same extent as risperidone.
1	0	9	U-UNK	Olanzapine
2	11	19	O	treatment
3	21	28	O	improves
4	30	36	O	quality
5	38	39	O	of
6	41	44	O	life
7	46	47	O	in
8	49	56	O	patients
9	58	61	O	with
10	63	75	O	schizophrenia
11	77	79	O	and
12	81	87	O	related
13	89	97	O	psychoses
14	99	100	O	to
15	102	102	O	a
16	104	110	O	greater
17	112	117	O	extent
18	119	122	O	than
19	124	134	U-UNK	haloperidol
20	135	135	O	,
21	137	139	O	and
22	141	142	O	to
23	144	150	O	broadly
24	152	154	O	the
25	156	159	O	same
26	161	166	O	extent
27	168	169	O	as
28	171	181	U-UNK	risperidone
NULL

11217867.xml	DDI-MedLine.d83.s18	NO_SECTION	NO_SETID	32
CONCLUSIONS: Olanzapine demonstrated superior antipsychotic efficacy compared with haloperidol in the treatment of acute phase schizophrenia, and in the treatment of some patients with first-episode or treatment-resistant schizophrenia.
1	0	10	O	CONCLUSIONS
2	11	11	O	:
3	13	22	U-UNK	Olanzapine
4	24	35	O	demonstrated
5	37	44	O	superior
6	46	58	O	antipsychotic
7	60	67	O	efficacy
8	69	76	O	compared
9	78	81	O	with
10	83	93	U-UNK	haloperidol
11	95	96	O	in
12	98	100	O	the
13	102	110	O	treatment
14	112	113	O	of
15	115	119	O	acute
16	121	125	O	phase
17	127	139	O	schizophrenia
18	140	140	O	,
19	142	144	O	and
20	146	147	O	in
21	149	151	O	the
22	153	161	O	treatment
23	163	164	O	of
24	166	169	O	some
25	171	178	O	patients
26	180	183	O	with
27	185	189	O	first
28	191	197	O	episode
29	199	200	O	or
30	202	210	O	treatment
31	212	220	O	resistant
32	222	234	O	schizophrenia
NULL

11217867.xml	DDI-MedLine.d83.s19	NO_SECTION	NO_SETID	48
The reduced risk of adverse events and therapeutic superiority compared with haloperidol and risperidone in the treatment of negative and depressive symptoms support the choice of olanzapine as a first-line option in the management of schizophrenia in the acute phase and for the maintenance of treatment response.
1	0	2	O	The
2	4	10	O	reduced
3	12	15	O	risk
4	17	18	O	of
5	20	26	O	adverse
6	28	33	O	events
7	35	37	O	and
8	39	49	O	therapeutic
9	51	61	O	superiority
10	63	70	O	compared
11	72	75	O	with
12	77	87	U-UNK	haloperidol
13	89	91	O	and
14	93	103	U-UNK	risperidone
15	105	106	O	in
16	108	110	O	the
17	112	120	O	treatment
18	122	123	O	of
19	125	132	O	negative
20	134	136	O	and
21	138	147	O	depressive
22	149	156	O	symptoms
23	158	164	O	support
24	166	168	O	the
25	170	175	O	choice
26	177	178	O	of
27	180	189	U-UNK	olanzapine
28	191	192	O	as
29	194	194	O	a
30	196	200	O	first
31	202	205	O	line
32	207	212	O	option
33	214	215	O	in
34	217	219	O	the
35	221	230	O	management
36	232	233	O	of
37	235	247	O	schizophrenia
38	249	250	O	in
39	252	254	O	the
40	256	260	O	acute
41	262	266	O	phase
42	268	270	O	and
43	272	274	O	for
44	276	278	O	the
45	280	290	O	maintenance
46	292	293	O	of
47	295	303	O	treatment
48	305	312	O	response
NULL

11217868.xml	DDI-MedLine.d132.s0	NO_SECTION	NO_SETID	12
The emerging roles of non-nucleoside reverse transcriptase inhibitors in antiretroviral therapy.
1	0	2	O	The
2	4	11	O	emerging
3	13	17	O	roles
4	19	20	O	of
5	22	24	B-UNK	non
6	26	35	I-UNK	nucleoside
7	37	43	I-UNK	reverse
8	45	57	I-UNK	transcriptase
9	59	68	L-UNK	inhibitors
10	70	71	O	in
11	73	86	U-UNK	antiretroviral
12	88	94	O	therapy
NULL

11217868.xml	DDI-MedLine.d132.s1	NO_SECTION	NO_SETID	35
The availability of potent non-nucleoside reverse transcriptase inhibitor (NNRTI)-based regimens for antiretroviral therapy and concerns regarding protease inhibitor (PI)-related metabolic disturbances have led to significant shifts in treatment practices in HIV infection.
1	0	2	O	The
2	4	15	O	availability
3	17	18	O	of
4	20	25	O	potent
5	27	29	B-UNK	non
6	31	40	I-UNK	nucleoside
7	42	48	I-UNK	reverse
8	50	62	I-UNK	transcriptase
9	64	72	L-UNK	inhibitor
10	75	79	U-UNK	NNRTI
11	82	86	O	based
12	88	95	O	regimens
13	97	99	O	for
14	101	114	U-UNK	antiretroviral
15	116	122	O	therapy
16	124	126	O	and
17	128	135	O	concerns
18	137	145	O	regarding
19	147	154	B-UNK	protease
20	156	164	L-UNK	inhibitor
21	167	168	U-UNK	PI
22	171	177	O	related
23	179	187	O	metabolic
24	189	200	O	disturbances
25	202	205	O	have
26	207	209	O	led
27	211	212	O	to
28	214	224	O	significant
29	226	231	O	shifts
30	233	234	O	in
31	236	244	O	treatment
32	246	254	O	practices
33	256	257	O	in
34	259	261	O	HIV
35	263	271	O	infection
NULL

11217868.xml	DDI-MedLine.d132.s2	NO_SECTION	NO_SETID	36
NNRTI-based regimens may have several advantages over PI-based therapy for initial or prolonged therapy, including more convenient administration regimens, lower tablet volume, fewer drug interactions, and central nervous system penetration.
1	0	4	U-UNK	NNRTI
2	6	10	O	based
3	12	19	O	regimens
4	21	23	O	may
5	25	28	O	have
6	30	36	O	several
7	38	47	O	advantages
8	49	52	O	over
9	54	55	U-UNK	PI
10	57	61	O	based
11	63	69	O	therapy
12	71	73	O	for
13	75	81	O	initial
14	83	84	O	or
15	86	94	O	prolonged
16	96	102	O	therapy
17	103	103	O	,
18	105	113	O	including
19	115	118	O	more
20	120	129	O	convenient
21	131	144	O	administration
22	146	153	O	regimens
23	154	154	O	,
24	156	160	O	lower
25	162	167	O	tablet
26	169	174	O	volume
27	175	175	O	,
28	177	181	O	fewer
29	183	186	O	drug
30	188	199	O	interactions
31	200	200	O	,
32	202	204	O	and
33	206	212	O	central
34	214	220	O	nervous
35	222	227	O	system
36	229	239	O	penetration
NULL

11217868.xml	DDI-MedLine.d132.s3	NO_SECTION	NO_SETID	18
No data from prospective clinical trials currently exist comparing the 3 approved agents (efavirenz, nevirapine or delavirdine).
1	0	1	O	No
2	3	6	O	data
3	8	11	O	from
4	13	23	O	prospective
5	25	32	O	clinical
6	34	39	O	trials
7	41	49	O	currently
8	51	55	O	exist
9	57	65	O	comparing
10	67	69	O	the
11	71	71	O	3
12	73	80	O	approved
13	82	87	O	agents
14	90	98	U-UNK	efavirenz
15	99	99	O	,
16	101	110	U-UNK	nevirapine
17	112	113	O	or
18	115	125	U-UNK	delavirdine
NULL

11217868.xml	DDI-MedLine.d132.s4	NO_SECTION	NO_SETID	34
Both efavirenz and nevirapine have been compared to triple therapy with the PI indinavir over 48 weeks as initial therapy, with similar responses being observed with nevirapine regimens and superiority observed with efavirenz.
1	0	3	O	Both
2	5	13	U-UNK	efavirenz
3	15	17	O	and
4	19	28	U-UNK	nevirapine
5	30	33	O	have
6	35	38	O	been
7	40	47	O	compared
8	49	50	O	to
9	52	57	O	triple
10	59	65	O	therapy
11	67	70	O	with
12	72	74	O	the
13	76	77	U-UNK	PI
14	79	87	U-UNK	indinavir
15	89	92	O	over
16	94	95	O	48
17	97	101	O	weeks
18	103	104	O	as
19	106	112	O	initial
20	114	120	O	therapy
21	121	121	O	,
22	123	126	O	with
23	128	134	O	similar
24	136	144	O	responses
25	146	150	O	being
26	152	159	O	observed
27	161	164	O	with
28	166	175	U-UNK	nevirapine
29	177	184	O	regimens
30	186	188	O	and
31	190	200	O	superiority
32	202	209	O	observed
33	211	214	O	with
34	216	224	U-UNK	efavirenz
NULL

11217868.xml	DDI-MedLine.d132.s5	NO_SECTION	NO_SETID	15
A smaller 24-week study has suggested nevirapine may be superior to the PI nelfinavir.
1	0	0	O	A
2	2	8	O	smaller
3	10	11	O	24
4	13	16	O	week
5	18	22	O	study
6	24	26	O	has
7	28	36	O	suggested
8	38	47	U-UNK	nevirapine
9	49	51	O	may
10	53	54	O	be
11	56	63	O	superior
12	65	66	O	to
13	68	70	O	the
14	72	73	U-UNK	PI
15	75	84	U-UNK	nelfinavir
NULL

11217868.xml	DDI-MedLine.d132.s6	NO_SECTION	NO_SETID	18
Limited comparative data in patients with high viral loads treated with nevirapine- or delavirdine-based regimens currently exist.
1	0	6	O	Limited
2	8	18	O	comparative
3	20	23	O	data
4	25	26	O	in
5	28	35	O	patients
6	37	40	O	with
7	42	45	O	high
8	47	51	O	viral
9	53	57	O	loads
10	59	65	O	treated
11	67	70	O	with
12	72	81	U-UNK	nevirapine
13	84	85	O	or
14	87	97	U-UNK	delavirdine
15	99	103	O	based
16	105	112	O	regimens
17	114	122	O	currently
18	124	128	O	exist
NULL

11217868.xml	DDI-MedLine.d132.s7	NO_SECTION	NO_SETID	21
However, cohort data and selected patient data from clinical trials suggest comparable activity to PI-based regimens in these patients.
1	0	6	O	However
2	7	7	O	,
3	9	14	O	cohort
4	16	19	O	data
5	21	23	O	and
6	25	32	O	selected
7	34	40	O	patient
8	42	45	O	data
9	47	50	O	from
10	52	59	O	clinical
11	61	66	O	trials
12	68	74	O	suggest
13	76	85	O	comparable
14	87	94	O	activity
15	96	97	O	to
16	99	100	U-UNK	PI
17	102	106	O	based
18	108	115	O	regimens
19	117	118	O	in
20	120	124	O	these
21	126	133	O	patients
NULL

11217868.xml	DDI-MedLine.d132.s8	NO_SECTION	NO_SETID	23
The superiority of efavirenz over indinavir-based regimens has been observed in comparative data in a subset of patients with high viral loads.
1	0	2	O	The
2	4	14	O	superiority
3	16	17	O	of
4	19	27	U-UNK	efavirenz
5	29	32	O	over
6	34	42	U-UNK	indinavir
7	44	48	O	based
8	50	57	O	regimens
9	59	61	O	has
10	63	66	O	been
11	68	75	O	observed
12	77	78	O	in
13	80	90	O	comparative
14	92	95	O	data
15	97	98	O	in
